File,Affinity,SMILES
out_20202_EGFR.pdbqt,-8.8,C=CC(=O)N1CC2(OCC)COC=NC(NF)C(C(Cl)=CN)C12
out_20203_EGFR.pdbqt,-8.0,CC(=O)c1nn(C)cc1Nn1cc(Cl)c2c1N=COC2C1CNCC(C)OC1
out_20204_EGFR.pdbqt,-7.5,C=CC(=O)N1C#CNc2cc(nc(Cl)n2)COCCC(COC)C1
out_20205_EGFR.pdbqt,-6.6,C=CC(=O)N(C)CCC1CCOC2=NC1=NS-NC=C(Cl)C2
out_20206_EGFR.pdbqt,-7.6,C=CC(=O)N1CC(C)(CCOc2nc(NCC#SC)ncc2CC(Cl)=CN)C1
out_20207_EGFR.pdbqt,-8.2,CCC(C)N1CCC2CNC(CCl)=CN=C(Nc3cnn(C)c3)N=COC21
out_20208_EGFR.pdbqt,-7.5,C=CC(=O)N(C)C1=NCN(c2cnn(C)c2)CNC=C(Cl)C1
out_20209_EGFR.pdbqt,-7.4,C=CC(=O)N1CC(COc2nc(Nc3cnn(C)c3)ncc2C(Cl)=C=N)C(OC)C1
out_20210_EGFR.pdbqt,-5.7,C=CC(=O)N1CC(COC2=NC(Nc3cnn(C)c3)=NB3NC=C(Cl)C32)C(OC)C1
out_20211_EGFR.pdbqt,-8.6,C=CC(=O)N1CC(COc2nc3ncc2C(Cl)=CNCN(C)N3)C(OC)C1
out_20212_EGFR.pdbqt,-7.9,C=CC(=O)C1CC(C2=NCC3=NCNC3=NC3=C2C(C)N3O)CC1OC
out_20213_EGFR.pdbqt,-7.2,C=CC(=O)N1C(CC)CC2OC3=C(NC=CNN=CN)NC(=CC21)NC=C3Cl
out_20214_EGFR.pdbqt,-8.0,C=CC(=O)N1CC(CC2=NC(Nc3cnn(C)c3)=NC2)C(OC)C1
out_20215_EGFR.pdbqt,-8.4,C=CC(=O)N1BC(COC=NC2=NCC(Cl)=CNNCC(=NN)CCC2)C(OC)C1
out_20216_EGFR.pdbqt,-8.8,C=CC(=O)N1CC(OC)C(OC=NC=C-C#CC(C)Cl)C1
out_20217_EGFR.pdbqt,-7.8,C#CCOC(=C)C(=CC=CNc1ccc(F)c(Cl)c1)NC(=O)C=C
out_20218_EGFR.pdbqt,-8.7,C#CCOC1=CC(=NC)C(=C(N)NCC2=C(Cl)C(CF)=CC2)C=C1NC=C=O
out_20219_EGFR.pdbqt,-8.4,C#CCOc1cc2ncnc3c2cc1NC(=O)C=CC=C(Cl)C(F)=CC#CN3
out_20220_EGFR.pdbqt,-9.2,C#CCCOc1cc2ncnc(N3CC=C(F)C(Cl)C3)c2cc1NC(=O)C=C
out_20221_EGFR.pdbqt,-9.7,C#CCOC1Cc2ncnc(NC3=CCC3(C)F)c2C=C1NC(=N)CC
out_20222_EGFR.pdbqt,-8.7,C#CCOc1cc2ncnc(Nc3ccc(N)c(Cl)c3)c2cc1C(=O)C=C
out_20223_EGFR.pdbqt,-7.8,CC#COC1(N)C2=Cc3cncnc3N1C=CC=C(F)C(Cl)=CC=CC2=O
out_20224_EGFR.pdbqt,-8.1,CC(=O)NCC1=CC=NCC2(C#CCO1)CNCC(=C(S)Cl)OC=C2F
out_20225_EGFR.pdbqt,-8.5,C#CCOC1=CC2=NC=NC(C=CC=CCC=CF)=CC2=CN1CC=O
out_20226_EGFR.pdbqt,-7.8,C#COCC(NC(=O)C=C)=C1C=C(c2ccc(F)c(Cl)c2)N=C=C1CN
out_20227_EGFR.pdbqt,-7.9,C#CCOc1cc2ncnc(NCCl)c2cc1NC(=O)C=C
out_20228_EGFR.pdbqt,-9.2,C#CCOC(=CNC(=O)C=CC=C(Cl)C(=C)F)OC#CC1=NC=NCNC2=C=C21
out_20229_EGFR.pdbqt,-8.6,C#CCOCC1=Cc2c(ncnc2NCC2=C=S(Cl)C(F)=CC2)C=CC(=O)N1
out_20230_EGFR.pdbqt,-6.2,C#CC1=C(Nc2ccc(F)c(Cl)c2)c2ncccc2CO1
out_20231_EGFR.pdbqt,-6.3,C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1C(C)N
out_20233_EGFR.pdbqt,-7.4,C#CCC1=Cc2ncnc(Nc3ccc(F)c(Cl)c3)c2CC1
out_20234_EGFR.pdbqt,-8.5,C#CCOc1cc2ncnc(NCC=C(Cl)CF)c2cc1NC(C)=O
out_20235_EGFR.pdbqt,-8.3,C#CCOc1cc2ncnc(N=CC(Cl)C(F)=CC)c2cc1NC(=O)C=C
out_20236_EGFR.pdbqt,-8.2,C=Cc1ncnc(Nc2ccc(F)c(Cl)c2)c1C=CNC#CC=O
out_20238_EGFR.pdbqt,-8.4,C#CCOC1=CC(=NC)C(C2C=C(N)NCC2=C(Cl)S-CF)C=C1NC(=O)C=C
out_20239_EGFR.pdbqt,-8.5,C#CCOC1=CC2=NC=NC2N2CC(Cl)C(F)=CC2CC=C1NC(=O)C=C
out_20240_EGFR.pdbqt,-8.1,C=CC(=O)NC(COC)=C1C=C(c2ccc(F)c(Cl)c2)NN=C1CN
out_20241_EGFR.pdbqt,-7.4,C=CC(=O)N1CC(COC2=P(C(Cl)=CN)=C=NC(NC3C=NN3CC#CC)=N2)C(OC)C1
out_20242_EGFR.pdbqt,-8.1,C#CCn1cc(NC=NC=C=C2C(=N)NC=C2Cl)cn1
out_20243_EGFR.pdbqt,-8.7,CC#CCN=C(C=N)NC1=NC2OCCC(OC)(CNC2Cl)CN1C(=O)CC
out_20244_EGFR.pdbqt,-7.6,C=CN(OCCC)C12COC=CC(NC=CN)C(=N1)NCC=N2
out_20245_EGFR.pdbqt,-7.8,C#Cn1cc(-n2cnc(C3CC(OC)N(C(=O)C=CCC)C3)cc(O)ccn2)cn1
out_20246_EGFR.pdbqt,-7.9,C=CC(=O)N1CC(COc2nc(Cl)ncc2C=C=N)C(OC)C1
out_20248_EGFR.pdbqt,-7.8,C#CC=CC=CC1=C=NCOCCOC2=C(OCCOC)CCC(=C2)N1
out_20249_EGFR.pdbqt,-8.4,C#Cc1cccc(NC2=NC=NC(CCC3=C(OCCOC)C3)C2)c1
out_20250_EGFR.pdbqt,-8.0,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(ONCOC)cc23)c1
out_20251_EGFR.pdbqt,-8.5,C#Cc1cccc(NC2=NC=NC3=CC(OCCOC)=C(OCCOC)C32N)c1
out_20252_EGFR.pdbqt,-7.9,C#CC1=CCCN2C3=NC=NC=C(C(=C)C12)C(OCCOC)=C3OCCOC
out_20253_EGFR.pdbqt,-8.8,C#CC(C)=CC=C=CNc1ncnc2cc(OCCOC)c(OCCOC)cc12
out_20254_EGFR.pdbqt,-8.1,CN-C1C=CCC(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)=C1
out_20255_EGFR.pdbqt,-8.6,C=COCOC1(OCCOCN)C=C2CNN(C3C#CC=CC=C3)C(=C1)C2
out_20256_EGFR.pdbqt,-7.0,C#CC1=CC=CC(Nc2ncnc3cc(OCCO)c(COCCO)cc23)C=C1
out_20257_EGFR.pdbqt,-8.1,C#Cc1cccc2c1C1PC(OCCOC)=C(OCCOC)C1=CN=CN2
out_20258_EGFR.pdbqt,-7.3,C#Cc1cccc2c1C=CC(OCCOC)=C(OCCOC)C(=C)N=CN=C=CN2
out_20259_EGFR.pdbqt,-7.9,CC=C1N=CN=CC1OCC(N)c1cccc(C#COCCOC)c1
out_20260_EGFR.pdbqt,-7.2,C#Cc1cccc(C2CCOCC(=CN=CN=C)C2=CCOCCOC)c1
out_20261_EGFR.pdbqt,-6.8,CCC1=CN=CN=C(CNc2cccc(C#COCCOC)c2)C#P-CC1OCCO
out_20262_EGFR.pdbqt,-8.2,C#CC1C=CCN(C2=NC=NC=CCOCC2OC)C1C
out_20263_EGFR.pdbqt,-8.5,C#CC1=CC=CC1N1CC=CC(COC=C)=C(CCOCO)C#CN=CN1
out_20264_EGFR.pdbqt,-7.9,C#CC1=CCC(NC2=NC=NCC2=CN-N=C(C)OCCOCOCOC)=C1
out_20265_EGFR.pdbqt,-7.9,C#Cc1cccc(NC2=NC=NCC2=CC(OCOC)=C(C)OCCOC)c1
out_20266_EGFR.pdbqt,-8.5,COCCOC=C(C=C1CCNc2cccc(c2)C#CNC=N1)OCCOC
out_20267_EGFR.pdbqt,-7.7,C#CC1=CN(C)S-2=C1C(=CCOCCOC)C(COCCOC)=CN=C=C=C2
out_20268_EGFR.pdbqt,-7.4,COCCOC1=C(OCCOC)C2(C=CNc3cccc(c3)C#CNC=N2)C=C1
out_20269_EGFR.pdbqt,-8.2,Cn1cc(Nc2nc3c(c(OCCCNBC=O)n2)C(Cl)N3)cn1
out_20270_EGFR.pdbqt,-9.7,C=CC(=O)N1CC(OC)C(OC2=NC(Nc3cn(C)nc3NC)C3=C2C3Cl)C1
out_20271_EGFR.pdbqt,-7.6,C=CC(=O)N1CC(COC2=NCN(C(C)=CNC)C=C2)C(OC)C1
out_20272_EGFR.pdbqt,-7.5,C=CC(=O)N1CC(COC2=NC(n3cc(NO)cn3)C=NCC=C(Cl)C2)C(OC)C1
out_20273_EGFR.pdbqt,-9.3,C=CC(=O)N1CC(OS)C2CON3C=NC(=NCNC=C(N)C21)c1cn(nc1C)C3
out_20274_EGFR.pdbqt,-9.2,CNC(=O)N1CC(COC2=NC(Cl)=NCN(C)CCC2)C(OC)C1
out_20275_EGFR.pdbqt,-8.9,C=CC(=O)N1CC(COc2nc3ncc2C(Cl)=CNc2nn(C)cc2N3)C(OC)C1
out_20276_EGFR.pdbqt,-9.6,C=CC(=O)NCC1=NCNCC=NN(C)CCNC(OCCCOC)=C(Cl)C1
out_20278_EGFR.pdbqt,-8.5,C-C(=NC)Nc1cnn(CN=C(CC(Cl)=CN)OCCCCCN=C)c1
out_20279_EGFR.pdbqt,-7.4,COC1CCONC2=NC3=CC(Cl)=CNC(=NN(C)C2)CCC(C)N3C1
out_20280_EGFR.pdbqt,-8.9,COC1CN(C(=O)C=Cc2nc(Nc3cnn(C)c3)ncc2C(Cl)=C=N)CC1O
out_20281_EGFR.pdbqt,-8.8,C=C=NC(=O)N1CC2C3=C(CCO3)N=C3CN(CN=C1C2OC)CN3
out_20282_EGFR.pdbqt,-9.5,C=CC(=O)Nc1cc2c(NC3=CC=C(F)C3)ncnc2cc1OCCCN1CCOCC1
out_20283_EGFR.pdbqt,-8.8,C#CC(F)=CC=CNc1ncnc2cc(OCCCN(Cl)CCOC)c(NC(=O)C=C)cc12
out_20284_EGFR.pdbqt,-9.5,C=C=NCC(=Cc1cc(Nc2ccccc2)ncn1)OCCN1CCOCC1C
out_20285_EGFR.pdbqt,-8.1,C=CC(=O)NC1=B-c2c(ncnc2NC)C=C1OCCCN1CCOCC1
out_20286_EGFR.pdbqt,-7.8,C=CC(=O)NB(OCCC1NCCOC1C)C1C=CC(F)=C1
out_20287_EGFR.pdbqt,-7.3,C=CC(=O)NC1OCNCC1COc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnc2c1
out_20288_EGFR.pdbqt,-8.5,C=C=C(C=CC=O)NC=C1C=C(NCC=C)C(OCCCN2CCOCC2)=CC1=NC#N
out_20289_EGFR.pdbqt,-8.1,C=CC(=O)Nc1cc2cncnc2cc1OCCCN=CCOC
out_20290_EGFR.pdbqt,-6.9,NC1=Cc2ncnc(N=C=O)c2CC=CC=CCNCCCO1
out_20291_EGFR.pdbqt,-6.9,C=CC(=O)NC1=CC(=CN2CC=CCC2F)CC=C1OCCCN1CCOCC1
out_20292_EGFR.pdbqt,-7.2,CC=CN(O)C=CC1C=C=NCN1c1ccc(F)c(Cl)c1
out_20293_EGFR.pdbqt,-7.7,C=CC(=O)Nc1cc2c(NC3=CC=C(F)C3Cl)ncnc2cc1OCCC1NCOCC1C
out_20294_EGFR.pdbqt,-7.2,COCCNCCCOC=C1CC=NC(C=CC=C(F)CCl)=C1C=CN=C=C=O
out_20295_EGFR.pdbqt,-7.9,C#CC(O)=CC(=CC)Nc1cc(C=COCB-CCNCCOCl)ncn1
out_20296_EGFR.pdbqt,-6.4,Fc1ccc(NOC2=CCC=C3NCCC(OCCCN4CCOCCO4)=C3C=NC=N2)cc1
out_20297_EGFR.pdbqt,-8.0,C=CC(=O)Nc1cccc(Nc2nc(F)ncc2C(C)F)c1
out_20298_EGFR.pdbqt,-7.4,C=CC(=O)Nc1cccc(NC(=N)C(=CN=CNF)C(F)F)c1
out_20299_EGFR.pdbqt,-8.0,CC(=O)C1CNCC=C(C2N=CCC3=NC=C2CNCC=CC=C3NCC=O)OC1
out_20300_EGFR.pdbqt,-8.3,C=CC(=O)Nc1cccc(Nc2nc(NF)ncc2CN(F)CF)c1
out_20301_EGFR.pdbqt,-7.7,COC#CC(=CCC1=NC(CCF)N(C2C#CC=C2)C=N1)N1CCN(C(C)=O)CC1
out_20302_EGFR.pdbqt,-8.0,C-C(F)(F)C=CN=C(N=C)NCC(=C=CN1CCN(C(C)=O)CC1)OC
out_20303_EGFR.pdbqt,-8.0,COCC1SCCN(C)C1(CF)CNc1ncc(CF)c(NC2=CC=CONCC=C2)n1
out_20304_EGFR.pdbqt,-6.7,COc1cc2ccc1N1CN=CCN1CCN(C(C)=O)CC2
out_20305_EGFR.pdbqt,-7.9,C=CC(=O)Nc1cccc(Nc2nc(NF)ncc2C(C)(F)F)c1
out_20306_EGFR.pdbqt,-7.7,CCC1=C(N2CN=C(C3=CN4C=C(C)C=CC3C4)CN2)C(C=O)C(N(C)C)N(C)C=C1
out_20307_EGFR.pdbqt,-7.8,CN(C)CCN(C)C=CONCC1=C(SNC=O)OC=CC1Cl
out_20308_EGFR.pdbqt,-7.9,C=CNC1C=CC(C=C)N=C=CC(=NCNC(=O)NC(=C)OC)C1
out_20309_EGFR.pdbqt,-7.6,CCN(c1ccccc1)C1(C)C=CN=CNC=C(CN)C=CCN1C(C)=O
out_20312_EGFR.pdbqt,-8.4,C-C(C=C)N1CC(COc2nc(Nc3cnn(C)c3)ncc2C(Cl)=CN)C(OC)C1
out_20313_EGFR.pdbqt,-8.9,C=CC(=O)N1CC(C)C1C1=NC(Nc2cnn(CC)c2)C2=CC(O1)C(Cl)N2
out_20315_EGFR.pdbqt,-6.8,C=CC(=O)N1CC(COc2nc(Nc3cnn(C)c3)ncc2CCCl)C(OC)C1
out_20316_EGFR.pdbqt,-7.8,C=CC(=O)N1CC(COc2nc(Nc3cnn(C)c3)nc3c2C(=C)N3Cl)C(OC)C1
out_20317_EGFR.pdbqt,-8.2,CC(C)(C)C(=O)Nc1ccc2c(c1)C(=C(NO)c1ccccc1N)C(=O)N2
out_20318_EGFR.pdbqt,-7.2,COC1C(=CCOc2ccccc2N)CNC=C1CN(O)C(C)(C)C
out_20319_EGFR.pdbqt,-9.0,CC1NC2=C(C3C=C(NC(=O)C(C)(C)C)CC=C3NC=O)C=CC2C1=NO
out_20320_EGFR.pdbqt,-8.5,COC=C1CCC2CC(=NO)C=CCNC=CC=C1N2C(C)(C)Cl
out_20321_EGFR.pdbqt,-8.2,CC(C)OC(C)NC=CCOC12CC=C(O)N1c1ccccc1CSCC2
out_20322_EGFR.pdbqt,-8.7,C-C(CC)C(=O)Nc1ccc2c(c1)C(=C1Nc3ccccc3C1=NO)C(=O)N2
out_20323_EGFR.pdbqt,-8.1,CC(C)C(=O)NC=C=CC=CN1C=C1C=C1Nc2ccccc2C1=NO
out_20324_EGFR.pdbqt,-7.8,CC(Cl)NC1=CC=CNCC=C2Nc3ccc(cc3C2=NO)C1O
out_20325_EGFR.pdbqt,-7.1,CC(C)(C)C(=O)Nc1cc2c(cn1)NC(=O)C2=C1Nc2ccccc2C1=NO
out_20326_EGFR.pdbqt,-8.0,CC(C)(C)CC(=O)C=CCCC=C1NC#CC=CC=CC1=NO
out_20327_EGFR.pdbqt,-6.9,CC(C)C(=O)NC1=CC=C2NC(=O)C(=C3Nc4ccccc4C3=N)C2=CC1
out_20328_EGFR.pdbqt,-8.5,CC(C)(C)C(=O)Nc1ccc2c(c1)C1C=C=CC1N=BOCC(=O)N2
out_20329_EGFR.pdbqt,-7.7,CC(C)CC(=O)Nc1ccc2c(c1)C(=C1Nc3ccccc3C1=NO)C(=O)N2
out_20331_EGFR.pdbqt,-7.5,CCC(C)(C)N(O)C1=CC=CN(CC=C2Nc3ccccc3C2=NO)C1O
out_20332_EGFR.pdbqt,-7.5,CC(C=O)CCCNC(=N)CCNC(=O)C=C1Nc2ccccc2C1=NO
out_20333_EGFR.pdbqt,-6.8,CCC(C)(N)C(=O)Nc1ccc2c(c1)C(=C1Nc3ccccc3C1=NO)C(=O)N2
out_20334_EGFR.pdbqt,-7.7,CC(=CC=C1CC(=C2C(=NO)N2c2ccccc2)C(=O)N1)NC(=O)C(C)(C)CCS
out_20335_EGFR.pdbqt,-7.7,CC(C)(C)C(=O)NC1C=CC2C=C3C(=NO)c4ccccc4N3C2=C1
out_20336_EGFR.pdbqt,-7.2,O=C1CCCCNC(=O)ON=C2C=CC=CCB=NC2=C2CCC=C(C2)N1
out_20337_EGFR.pdbqt,-7.4,CC(=CC=CC1CC2C=CC=CC(=NO)C(=NNC1=O)N2)NC(=O)C(C)(C)C
out_20338_EGFR.pdbqt,-8.4,CC(CCC=O)C(C)NC=CC=C(CBr)CCc1cccc2c1C(N)C2=NO
out_20339_EGFR.pdbqt,-7.4,CCC=CC1CC(=NO)C=C1C(O)(NC=CC=S=N)C(C)(C)C
out_20340_EGFR.pdbqt,-8.0,C=C1C(=CN=O)CCC1=C1Nc2ccccc2C1=NO
out_20341_EGFR.pdbqt,-7.4,CCCCC(=O)Nc1ccc2c(c1)CN(c1ccccc1C=NO)N2O
out_20342_EGFR.pdbqt,-7.0,N#CNC=CC=CNCC=C1Nc2ccccc2C1=NO
out_20343_EGFR.pdbqt,-6.9,CCCCC(=O)NPc1ccc2c(c1)C(=NC(=NO)c1ccccc1N)C(=O)N2
out_20344_EGFR.pdbqt,-7.9,CC(Nc1ccc2c(c1)CC(=O)N2)SC1=CC=CCOCCC1
out_20345_EGFR.pdbqt,-7.3,CCCCC(=O)Nc1ccc(N=NC)c(C=C(ON)OC(=N)c2ccccc2)c1
out_20346_EGFR.pdbqt,-8.5,CCCCC(=O)Nc1ccc2c(c1)C(=C1C(OC)C3C=CCN1C3)C(=O)N2
out_20347_EGFR.pdbqt,-8.0,CCCCC(=O)Nc1ccc2c(c1)C(=CC1Nc3ccc(NO)cc31)C(=O)N2
out_20348_EGFR.pdbqt,-8.3,CCCCC(=O)NC1=CC=CN(C(=O)C=C2Nc3ccccc3C2=NO)C1Br
out_20349_EGFR.pdbqt,-7.7,O=C1NC2C=CC=C(C=C=CCCCC2=O)C(c2ccccc2)=NO1
out_20350_EGFR.pdbqt,-8.4,CCCCC(=O)NC(C)=CC1=C2NC(=O)C(=C3Nc4ccccc4C3=NO)C12
out_20351_EGFR.pdbqt,-7.0,C=C1C2=CC=C(NC(=O)CCCC)C3C=CC4NC(=C1C(=O)N2)ON=C4C3
out_20352_EGFR.pdbqt,-6.9,CCC1CC(=O)C2C=C1ON=CC1C=CNC=C1C(=O)N2
out_20353_EGFR.pdbqt,-7.3,CCCCC(=O)Nc1ccc2c(c1)C(c1ccbc3c1C(N)C3=NO)C(=O)N2
out_20354_EGFR.pdbqt,-7.8,CC=C(NC(=O)CCCC)C(=O)CCC1=CC2(OC)C=C=CC=C2N1N
out_20355_EGFR.pdbqt,-7.0,CCCCC(=O)Nc1ccc(B-NC(=O)C=C2Nc3ccccc3C2=NO)cc1
out_20356_EGFR.pdbqt,-7.5,CCCCC(=O)N1CC=C2CNCC2=CNc2ccccc2CBOCC1
out_20357_EGFR.pdbqt,-7.3,CCCCC(=O)Nc1ccc2c(c1)C(=C1Nc3ccccc3C1=O)C(=O)N2
out_20358_EGFR.pdbqt,-7.2,CB=CCC(=O)Nc1ccc2c(c1)C(=C1Nc3ccccc3C1=NO)P(C=O)N2
out_20359_EGFR.pdbqt,-7.1,CCC(=O)NCC=C(OCCCl)ONCC=C1Nc2ccccc2C1=NO
out_20360_EGFR.pdbqt,-7.7,CCCC(=O)Nc1ccc2c(c1)C(=CNCC=CC=C=O)C(=O)N2
out_20361_EGFR.pdbqt,-6.8,CCCC(=O)NC1=CC(=NO)CC1C=CCc1ccccc1NC=O
out_20362_EGFR.pdbqt,-7.8,CCC(C)C1=CC2NC(=O)C(=C3Nc4cccc2c4C3=NO)C=C1
out_20363_EGFR.pdbqt,-6.9,CCCC(=O)Nc1ccc2c(c1)OC1(Nc3ccccc3C1=N)C(=O)N2
out_20364_EGFR.pdbqt,-8.1,C=C=NC(C#CNC(=O)CC)CC=C1P-C1Oc1ccccc1N
out_20365_EGFR.pdbqt,-9.6,CC=CC=C1CC(=C2Nc3ccccc3C2=NO)C(S)N1
out_20366_EGFR.pdbqt,-8.1,O=CCCC(=O)Nc1cccc2c1NCC1NCC3=CC=CC2N=C31
out_20367_EGFR.pdbqt,-8.3,C=C=CC=C1CC(=NO)C(=CC(=O)Nc2ccc(NC(=O)CCC)cc2)N1
out_20368_EGFR.pdbqt,-8.0,CC=CC=S1#CC(=NO)C(=C2CC(=CC=CC(=O)CC)NC2=O)N1
out_20369_EGFR.pdbqt,-7.2,CCCC(=O)NCC1=C2C(=CCP-1)NC(=O)C2=C1Nc2ccccc2C1=NO
out_20370_EGFR.pdbqt,-8.5,OC1=C(CS)CNCC=C2CNCC2=CNCC=NOCC=CS1
out_20371_EGFR.pdbqt,-8.0,C=C=C(C=C1CNC(=O)C1=C1Nc2ccccc2C1=NO)NC(=O)CCC
out_20372_EGFR.pdbqt,-9.2,BCC=CC=C1CNC(=C2CS-c3ccc(NC(=O)CCC)cc32)C1=NO
out_20373_EGFR.pdbqt,-8.2,C=C1C=CC2=C1C(=NO)C(=C1C(=O)Nc3ccc(NC(=O)CCC)cc31)N2
out_20374_EGFR.pdbqt,-8.1,CCCC(=O)Nc1ccc2c(c1)C(=C1Nc3ccccc3C1=NO)C(=O)N2
out_20375_EGFR.pdbqt,-9.9,CCCCc1ccc2c(c1)C(=C1Nc3ccccc3C1=NO)C(=O)N2
out_20376_EGFR.pdbqt,-9.5,CCCC(=O)c1ccc(NC-C(=O)C=C2NC3=CC=CC3C2=NO)cc1
out_20377_EGFR.pdbqt,-9.8,N=CCN1C2CC=CC(C3CNc4ccc(NC=O)cc43)N21
out_20379_EGFR.pdbqt,-8.0,CCNC1=C(c2cc(F)cc(F)c2)CC2=CC(O)NC2=C1
out_20380_EGFR.pdbqt,-7.8,C=NCCN(C)c1ccc(C=O)c(NC2CCOCC2)c1
out_20381_EGFR.pdbqt,-8.6,CC1NC(=O)c2cc(Cc3ccncc3)c3cc2CC=CC(Cl)=CC1=NN3
out_20382_EGFR.pdbqt,-7.8,C=CN=CCC1=Nc2ccc(C(=O)NPCNc3cccc(Cl)c3C)cc21
out_20383_EGFR.pdbqt,-8.9,CC=C(C=C(C)Cl)C1C=C(O)C2NC(C=CC=NI)C=CC2CN1
out_20384_EGFR.pdbqt,-7.7,NC1=CN=CCC12C=C1CC(NCCCc3cccc(Cl)c3)=C(O)C=C1N2
out_20385_EGFR.pdbqt,-9.1,C=CC=CC(Cl)C(C)NC1(C)C2=CC34CC(CC1C=C2N3)N=CC4N
out_20386_EGFR.pdbqt,-8.5,Nc1ccc2cc1C(c1ccncc1)=NCC(c1cccc(Cl)c1)NC2=O
out_20387_EGFR.pdbqt,-9.4,CC(NC(=O)C1=CCN2N=C(c3ccncc3)PC12)c1cccc(Cl)c1
out_20388_EGFR.pdbqt,-9.9,CC(NC(=O)BC(Cl)=CC=C1CC(B-C2=CC=NC2)=NN1)c1ccccc1
out_20390_EGFR.pdbqt,-7.6,CC1=C(Cl)C=CCC(NC(=O)C2C=C3CC=CN=C=CC2=NC3)C1
out_20391_EGFR.pdbqt,-8.9,CC(NC(=O)C1=CC=C2NN=C(c3ccncc3)C2N1)c1cccc(Cl)c1
out_20392_EGFR.pdbqt,-7.4,CC1=C(Cl)C=C=CC(NC(=O)C2C=CCN=C2C(=N)c2ccncc2)C1
out_20393_EGFR.pdbqt,-7.6,O=CC1(C(Cl)=CC=C2CC(c3ccncc3)=NN2)C=CC1
out_20394_EGFR.pdbqt,-8.3,CPC=NC=C(Cl)CC(C)NC(Cl)C(=O)C=C1CNN=C1C#CC=N
out_20395_EGFR.pdbqt,-7.0,CC1=C(C)N=CC2NC(=CCCl)C(C=C1)C(=O)N2C(C)CC=NC=CCl
out_20396_EGFR.pdbqt,-7.8,Cc1nccc(NN2NC=CC2C(=O)NC(C)(Cl)CN=CCCl)c1CCl
out_20397_EGFR.pdbqt,-8.5,B-C1=NCNC(C)=C1C(C)NC(=O)C1=CC=C(N)c2cnc(C)cc2N=C1
out_20398_EGFR.pdbqt,-9.4,C=C(NC1C=C(Cl)C=NC=C1Cl)C1C=C2CN(NC2=CC=N)C(C)C1
out_20399_EGFR.pdbqt,-7.1,C=C(CN(C=O)CC(CCCl)=C(C)Cl)C(=NN)c1ccnc(C)c1
out_20400_EGFR.pdbqt,-8.6,Cc1cc(C2=NNC=CC=C2C(=O)NC=NCC(Cl)=C=CCCl)ccn1
out_20401_EGFR.pdbqt,-8.4,CC1=C(N)C2(C=C=N1)C=C(CC(=O)C(C)c1c(Cl)cncc1Cl)C(=CCN)N2
out_20402_EGFR.pdbqt,-9.5,B-c1cncc(Cl)c1C(C)NCCC=CCn1cccn1
out_20404_EGFR.pdbqt,-10.0,C=C1NC(C)CC(=CN=C=CCl)OCC1C=CSCNN=Cc1ccnc(C)c1
out_20405_EGFR.pdbqt,-9.0,Cc1cc(C2=NNC3C(=O)NC(C)c4ccnc(c4Cl)C=C23)ccn1
out_20406_EGFR.pdbqt,-11.0,CC1C2NC(=O)C(C=C3Nc4cccnc4NC3=O)N12
out_20407_EGFR.pdbqt,-7.2,CC1(C)C=CCC2Nc3ncccc3N2c2ccc3c(c2)N1C(C)(C)NC3=O
out_20408_EGFR.pdbqt,-6.7,C=C1NC2(C=CN3C(C)NC(=O)C(=C2)c2ccccc2C3C)C2=CC=CNN12
out_20410_EGFR.pdbqt,-9.0,CC(=CC=C1C(=O)NC(C)N1CCc1ccccc1C)NC(=O)NC1=C=CC=CN1
out_20411_EGFR.pdbqt,-8.7,CC1(C)NC(=O)C=CC=C2C=CN1c1ccccc1C(N)C1=C=CN=CN1C2
out_20412_EGFR.pdbqt,-7.8,C=CC(c1ccccc1)N1BNC(=O)C2=CN(C)C(C)NC3=CC=C3C21N
out_20413_EGFR.pdbqt,-7.5,CC1(N)NC=S-C2=CC=CC=CN=CNC(=O)CNCC=C21
out_20414_EGFR.pdbqt,-10.1,CC1CC(N)(O)C(=C2C3=C2C2=CC=CNC(C2)N3)CN1CC1C=C=CC=C1
out_20415_EGFR.pdbqt,-7.8,CC=C1C(=O)NC(C)(C)N(C(C)c2ccccc2O)C1=CN=CNc1ccccn1
out_20416_EGFR.pdbqt,-6.6,C=C1NC2(C=CN3C(C)c4ccccc4C(=C2)C(C)C3C)C2=CC=CNN12
out_20417_EGFR.pdbqt,-9.2,CC1(C)NC(=O)C2=C(N1c1ccc3cc1C=C3ON)C13CC=CC1NCN3C=CC=C2
out_20419_EGFR.pdbqt,-10.4,CC1=C(C#N)C=CN(C=P-c2ccccc2)C(C)CNC(=O)C1
out_20420_EGFR.pdbqt,-8.6,CC1(C)NC(=O)c2ccccc2N1CC=CP-C=CCN1CNC=NC=CC=C1O
out_20421_EGFR.pdbqt,-7.9,CN(N=CCCCCC=CC=CC=O)C1(C)C=CC=CN2CNC(=O)C21
out_20423_EGFR.pdbqt,-8.9,B#CNc1ncc(SC)c(Oc2cccc(NBr)c2)n1
out_20424_EGFR.pdbqt,-8.7,CSC=CN=C1NC=CC=C(NCCNC=O)C=CC(=O)Nc2cccc(c2)O1
