Formula,FW,DSSTox_CID,SR-HSE,SMILES,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C17H19F3N2O4S,404.404,27274,0,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,0,0,0,0,0,0,0,0,0,0,0
C8H11Cl3O6,309.5283,88,0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,0,0,0,0,0,0,0,0,0,0,0
C15H20O4,264.3169,10604,0,CC1=CC(=O)CC(C)(C)C1(O)/C=C/C(C)=C\C(=O)O,0,0,0,0,0,0,0,0,0,0,0
C10H12O2,164.2011,617,0,C=CCc1ccc(O)c(OC)c1,0,0,0,0,0,0,0,0,0,0,0
C11H14O3,194.2271,27420,0,COc1cc(CCC(C)=O)ccc1O,0,0,0,0,0,0,0,0,0,0,0
C18H18O4,298.3331,28157,0,O=C1OC[C@H](Cc2cccc(O)c2)[C@H]1Cc1cccc(O)c1,0,0,0,0,0,1,1,0,0,0,0
C6H6O,94.1112,1124,0,Oc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C14H10O3,226.2274,4538,0,O=C1c2c(O)cccc2Cc2cccc(O)c21,0,0,0,0,0,0,0,0,0,0,0
C10H8O,144.1699,1793,0,Oc1cccc2ccccc12,0,1,,0,1,1,0,0,0,0,0
C10H8O,144.1699,1793,0,Oc1cccc2ccccc12,0,1,0,0,1,1,0,0,0,0,0
C21H28O5,360.444,2857,0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1,0,0,0,0,0,0,0,0,0,1
C8H18O2,146.2273,16646,0,CCCCCCC(O)CO,0,0,,0,0,0,0,0,0,0,0
C6H14O3,134.1736,21224,0,OCCCCC(O)CO,0,0,,0,0,0,0,0,0,0,0
C10H22O3,190.2799,22338,0,CC(COC(C)(C)C)OCCCO,0,0,0,0,0,0,0,0,0,0,0
C7H18N2O2,162.23,24680,0,NCCCN(CCO)CCO,0,0,0,0,0,0,0,0,0,0,0
C18H41NO7S,415.5856 (149.1882+266.3974),7076,0,CCCCCCCCCCCCOS(=O)(=O)O.OCCN(CCO)CCO,0,0,0,0,0,0,0,0,0,0,0
C4H10O3,106.1204,462,0,OCCOCCO,0,0,0,0,0,0,0,0,0,0,0
C10H22O4,206.2793,1520,1,CCCCOCCOCCOCCO,0,0,0,0,0,0,0,0,0,0,0
C16H30BaO4,423.7340 (143.2040+137.3259+143.2040),24888,0,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Ba+2],0,0,0,0,0,1,0,0,0,0,0
C16H31BrN2,331.3347 (251.4302+79.9045),29289,0,CCCCCCCCCCCCn1cc[n+](C)c1.[Br-],0,0,0,0,0,0,0,0,0,0,0
C9H14BrN,216.1182 (136.2136+79.9045),27909,0,CCCC[n+]1ccccc1.[Br-],0,0,0,0,0,0,0,0,0,0,0
CdO,128.4104,4715,0,O=[Cd],0,0,,0,0,0,0,0,0,0,0
C5H14ClNO,139.6238 (104.1702+35.4535),325,0,C[N+](C)(C)CCO.[Cl-],0,0,0,0,0,0,0,0,0,0,0
C8H16ClNO2,193.6711 (158.2176+35.4535),8016,0,C=CC(=O)OCC[N+](C)(C)C.[Cl-],0,1,0,0,0,0,0,0,0,0,0
C7H16ClN,149.6616 (114.2081+35.4535),4170,0,C[N+]1(C)CCCCC1.[Cl-],0,0,0,0,0,0,0,0,0,0,0
C10H16ClN,185.6937 (150.2402+35.4535),29068,0,CCCC[n+]1cccc(C)c1.[Cl-],0,0,0,0,0,0,0,0,0,0,0
C8H15ClN2,174.6711 (139.2176+35.4535),11461,0,CCCCn1cc[n+](C)c1.[Cl-],0,0,0,0,0,0,0,0,0,0,0
CCuN,89.5634 (26.0179+63.5455),3986,0,[C-]#N.[Cu+],0,0,0,0,0,0,1,0,0,0,0
C7H16IN,241.1131 (114.2081+126.9050),27917,0,CC[N+]1(C)CCCC1.[I-],0,0,0,0,0,0,0,0,0,0,0
Li2O4S,109.9446 (6.9405+96.0637+6.9405),28472,0,O=S(=O)([O-])[O-].[Li+].[Li+],0,0,0,0,0,0,0,0,0,0,0
N3Na,65.0099 (22.9892+42.0206),121,0,[N-]=[N+]=[N-].[Na+],0,0,0,0,0,0,0,0,0,0,0
C31H31NNa2O7,575.5599 (529.5814+22.9892+22.9892),27331,0,CCCCc1ccc2c(n1)[C@@H](c1ccc(OC)cc1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2c1ccc2c(c1)OCO2.[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,0
Na2O8S2,238.1047 (192.1263+22.9892+22.9892),9698,0,O=S(=O)([O-])OOS(=O)(=O)[O-].[Na+].[Na+],0,0,0,0,0,0,0,0,0,0,0
C8H15NaO2,166.1933 (143.2040+22.9892),17072,0,CCCC(CCC)C(=O)[O-].[Na+],0,0,,0,0,0,0,0,0,0,0
C23H35NaO7,446.5096 (423.5203+22.9892),27525,0,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],0,0,0,0,0,0,0,0,0,0,0
C10H7NaO4S,246.2149 (223.2257+22.9892),9166,0,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[Na+],0,0,0,0,0,0,0,0,0,0,0
C10H8NNaO7S2,341.2928 (318.3036+22.9892),7600,0,Nc1cc(S(=O)(=O)[O-])cc2cc(S(=O)(=O)O)cc(O)c12.[Na+],0,0,0,0,0,0,0,0,0,0,0
C10H7NaO3S,230.2155 (22.9892+207.2263),22394,0,O=S(=O)([O-])c1cccc2ccccc12.[Na+],0,0,0,0,0,0,0,0,0,0,0
C3H8NNaO3S,161.1553 (138.1661+22.9892),9263,0,CNCCS(=O)(=O)[O-].[Na+],0,0,0,0,0,0,0,0,0,0,0
C9H19NaO4S,246.2995 (223.3103+22.9892),27487,0,CCCCCCCCCOS(=O)(=O)[O-].[Na+],0,0,0,0,0,0,1,0,0,0,0
C9H18NNaS2,227.3657 (22.9892+204.3765),24800,1,CCCCN(CCCC)C(=S)[S-].[Na+],0,0,0,0,0,0,0,0,0,0,0
C2H4NNaS2,129.1796 (106.1904+22.9892),9167,0,CNC(=S)[S-].[Na+],0,0,0,0,0,0,0,0,0,0,0
C8H9NaO3S,208.2100 (185.2208+22.9892),6302,0,Cc1ccc(S(=O)(=O)[O-])cc1C.[Na+],0,0,0,0,0,0,0,0,0,0,0
C12H11N2NaO3,254.2171 (231.2279+22.9892),1123,0,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+],0,0,0,0,0,0,0,0,0,0,0
C9H8ClNaO3,222.6008 (199.6116+22.9892),14700,0,Cc1cc(Cl)ccc1OCC(=O)[O-].[Na+],0,0,0,0,0,0,0,0,0,0,0
C16H14F2N3NaO4S,405.3516 (382.3624+22.9892),24215,0,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.[Na+],0,1,0,0,1,0,0,0,0,0,0
C3H4Cl2N3NaO5,255.9767 (18.0153+18.0153+196.9569+22.9892),9761,0,O.O.O=c1nc([O-])n(Cl)c(=O)n1Cl.[Na+],0,0,0,0,0,0,0,0,0,0,0
C7H13NaO8,248.1631 (225.1739+22.9892),7966,0,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+],0,0,0,0,0,0,0,0,0,0,0
C6H7AsNNaO3,239.0360 (22.9892+216.0468),6022,0,Nc1ccc([As](=O)([O-])O)cc1.[Na+],0,0,0,0,0,0,0,0,0,0,0
C16H25NaO7S,384.4203 (361.4310+22.9892),7826,0,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1.[Na+],0,0,0,0,0,0,0,0,0,0,0
C7H4NNaO3S,205.1663 (182.1771+22.9892),1253,0,O=C1[N-]S(=O)(=O)c2ccccc21.[Na+],0,0,0,0,0,0,1,0,0,0,0
C10H9NaO7S,296.2290 (22.9892+273.2398),7551,0,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1.[Na+],0,0,0,0,0,0,0,0,0,0,0
C7H5NaO4S,208.1670 (185.1777+22.9892),21643,0,O=Cc1ccccc1S(=O)(=O)[O-].[Na+],0,0,0,0,0,0,0,0,0,0,0
C8H17NaO3S,216.2735 (193.2843+22.9892),7595,0,CCCCCCCCS(=O)(=O)[O-].[Na+],0,0,0,0,0,0,0,0,0,0,0
C6H7NaO6,198.1059 (175.1167+22.9892),105,0,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+],0,0,0,0,0,0,0,0,0,0,0
H8N2O3S2,148.2051 (112.1293+18.0379+18.0379),9703,0,O=S(=O)([O-])[S-].[NH4+].[NH4+],0,0,0,0,0,0,0,0,0,0,0
C42H71NO19,894.0084 (821.9247+18.0379+18.0153+18.0153+18.0153),27243,0,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12.O.O.O.[NH4+],0,0,0,0,0,0,0,0,0,0,0
C7H14N4O3,202.2111,14549,0,CN/C(=N/[N+](=O)[O-])NCC1CCOC1,0,0,,0,0,0,0,0,0,0,0
C13H16F3N3O4,335.279,1395,0,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0,0,0,0,0,1,0,0,0,0,0
C10H14N2O5,242.2286,1458,0,O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,0,0,,0,0,0,0,0,0,0,0
C7H5N3O2,163.1335,965,0,O=[N+]([O-])c1ccc2[nH]cnc2c1,0,0,0,0,0,1,0,0,0,0,0
C5H11NO2,117.1463,9287,0,C[N+]1([O-])CCOCC1,0,0,0,0,0,0,0,0,0,0,0
C9H16NO2,170.2288,24905,0,CC1(C)CC(=O)CC(C)(C)N1[O],0,0,,0,0,0,0,0,0,0,0
C17H37NO3S,335.5456,29078,0,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0
C17H28BrNO7,438.3107 (80.9119+18.0153+18.0153+18.0153+303.3529),1258,0,Br.CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.O.O.O,0,0,0,0,0,0,0,0,0,0,0
CBr2Cl2,242.7247,4014,0,ClC(Cl)(Br)Br,0,0,0,0,0,0,0,0,0,0,0
C7H4Br2O3,295.9129,21656,0,O=C(O)c1cc(Br)c(O)c(Br)c1,0,0,,0,0,0,0,0,0,0,0
C7H4BrNS,214.0824,1498,0,Brc1nc2ccccc2s1,0,0,0,0,1,0,0,0,0,0,0
C12H8Br2O,327.9993,4015,0,Brc1ccc(Oc2ccc(Br)cc2)cc1,0,0,0,0,0,1,0,0,0,0,0
C12H9Br,233.1039,4638,0,Brc1ccccc1-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C3H5Br,120.9758,4442,0,C=CCBr,0,0,,0,0,0,0,0,0,0,0
C2H4Br2,187.8612,415,0,BrCCBr,0,0,,0,0,0,0,0,0,0,0
C15H31Br,291.3106,29296,0,CCCCCCCCCCCCCCCBr,0,0,0,0,0,0,0,0,0,0,0
C2H5BrO,124.9645,200,0,OCCBr,0,1,0,0,0,0,0,0,0,0,0
C10H16,136.234,7222,0,CC1=CCC(=C(C)C)CC1,0,0,0,0,0,0,1,0,0,0,0
C10H16O,152.2334,6148,0,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,0,0,0,0,0,0,0,0,0,0,0
C8H16F3NO3S,263.2777 (114.2081+149.0697),29331,0,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0
C7H14N2O3S,206.2627 (111.1644+95.0983),29075,0,CCn1cc[n+](C)c1.CS(=O)(=O)[O-],0,0,0,0,0,0,0,0,0,0,0
C7H11F3N2O3S,260.2340 (111.1644+149.0697),27941,0,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0
C6H11BF4N2O,213.9690 (127.1638+86.8052),29142,0,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,0,0,0,0,0,0,0,0,0,0,0
C4H12Si,88.2236,6423,0,C[Si](C)(C)C,0,0,0,0,0,0,0,0,0,0,0
C19H39N3Si,337.6186,24842,0,C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0
C8H24O4Si4,296.6158,7205,0,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,0,0,0,0,0,0,0,0,0,0,0
C8H16,112.2126,6766,0,CC(C)=CC(C)(C)C,0,0,0,0,0,0,0,0,0,0,0
C6H10O,98.143,9170,0,CC(=O)C=C(C)C,0,0,0,0,0,0,0,0,0,0,0
C6H10O,98.143,9170,0,CC(=O)C=C(C)C,0,0,,0,0,0,0,0,0,0,0
C10H18O,154.2493,6728,0,CC(C)=CCC/C(C)=C\CO,0,0,0,0,0,0,0,0,0,0,0
C10H18O,154.2493,6727,0,CC(C)=CCC/C(C)=C/CO,0,0,0,1,0,0,1,0,0,0,0
C5H7N,81.1158,5577,0,C/C=C(/C)C#N,0,0,0,0,0,0,0,0,0,0,0
C6H8O,96.1271,5391,0,C/C=C/C=C/C=O,0,1,0,0,0,0,0,0,0,0,0
C15H22O,218.3346,27050,0,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1,0,0,1,0,0,0,0,0,0,0,0
C4H5N,67.0892,4176,0,C=C(C)C#N,0,0,0,0,0,0,0,0,0,0,0
C16H30O2,254.4082,7103,0,C=C(C)C(=O)OCCCCCCCCCCCC,0,0,0,0,0,0,0,0,0,0,0
C16H22O3,262.3441,21302,0,C=C(C)C(=O)OCCOC1CC2CC1C1C=CCC21,0,0,0,0,0,0,0,0,0,0,0
C5H8O2,100.1158,583,0,C=CC(=O)OCC,0,0,0,0,0,0,0,0,0,0,0
C7H12O2,128.169,1873,0,C=CC(=O)OCC(C)C,0,0,0,0,0,0,0,0,0,0,0
C13H24O2,212.3285,7386,0,C=CC(=O)OCCCCCCCC(C)C,0,0,0,0,0,0,0,0,0,0,0
C13H24O2,212.3285,24873,0,C=CC(=O)OCCCCCCCCCC,0,0,0,0,0,0,0,0,0,0,0
C4H6O,70.0898,5671,0,C=CC(C)=O,0,0,0,0,0,0,0,0,0,0,0
C3H5NO,71.0779,27,0,C=CC(N)=O,0,0,0,0,0,0,0,0,0,0,0
C4H6O,70.0898,5240,0,C=CC1CO1,0,0,0,0,0,0,0,0,0,0,0
C11H12O3,192.2112,5693,0,C=CCc1cc(OC)c2c(c1)OCO2,0,0,0,0,0,0,0,0,0,0,0
C10H20O,156.2652,27656,0,C=CCCCCCCCCO,0,0,0,0,0,0,0,0,0,0,0
C14H24O4,256.338,24580,0,C=CCOCC(CO)(COCC=C)COCC=C,0,0,0,0,0,0,0,0,0,0,0
C6H10O2,114.1424,46,0,C=CCOCC1CO1,0,0,0,0,0,0,0,0,0,0,0
C6H10S2,146.2736,15206,0,C=CCSSCC=C,0,0,,0,0,0,0,0,1,0,0
C10H18O4,202.2475,24986,0,C=COCCOCCOCCOC=C,0,0,0,0,0,0,0,0,0,0,0
C7H6N4,146.1493,24858,0,c1ccc(-c2nnn[nH]2)cc1,0,0,0,0,0,0,0,0,0,0,0
C12H8OS,200.2563,4937,0,c1ccc2c(c1)Oc1ccccc1S2,0,0,0,0,0,0,0,0,0,0,0
C8H7N,117.1479,737,0,c1ccc2[nH]ccc2c1,0,0,0,0,1,0,0,0,0,0,0
C6H5N3,119.124,147,0,c1ccc2[nH]nnc2c1,0,0,0,0,0,0,0,0,0,0,0
C7H5NS,135.1863,4586,0,c1ccc2scnc2c1,0,0,0,0,1,0,0,0,0,0,0
C6H12,84.1595,1923,0,C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0
C8H8O,120.1485,1286,0,c1ccc(C2CO2)cc1,0,0,,0,0,0,0,0,0,0,0
C12H23N,181.3177,5018,0,C1CCC(NC2CCCCC2)CC1,0,0,,0,0,0,0,0,0,0,0
C12H10O,170.2072,1847,0,c1ccc(Oc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
C12H10O,170.2072,1847,0,c1ccc(Oc2ccccc2)cc1,0,0,,0,0,0,0,0,0,0,0
C12H10S,186.2728,24383,1,c1ccc(Sc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0
C11H22N2,182.3058,27453,0,C1CCN(CN2CCCCC2)CC1,0,0,0,0,0,0,0,0,0,0,0
C6H12N2,112.1729,2016,0,C1CN2CCN1CC2,0,0,0,0,0,0,0,0,0,0,0
C4H9NO,87.1204,5688,0,C1COCCN1,0,0,,0,0,0,0,0,0,0,0
C6H12N4,140.1863,692,0,C1N2CN3CN1CN(C2)C3,0,0,0,0,0,0,0,0,0,0,0
C20H12,252.3093,3764,0,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,0,0,0,0,1,1,0,0,0,0,0
C7H12O3,144.1684,5934,0,C=C(C)C(=O)OCC(C)O,0,0,0,0,0,0,0,0,0,0,0
C3H4O3,88.0621,1650,0,CC(=O)C(=O)O,0,1,0,0,0,0,0,0,0,0,0
C10H10O,146.1858,5662,0,CC(=O)C=Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C12H10O,170.2072,21389,0,CC(=O)c1ccc2ccccc2c1,0,0,0,0,0,0,0,0,0,0,0
C6H7NO,109.1259,27084,0,CC(=O)c1ccc[nH]1,0,0,,0,0,0,0,0,0,0,0
C7H7NO,121.1366,24421,0,CC(=O)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0
C6H8O3,128.1259,24436,0,CC(=O)C1CCOC1=O,0,0,0,0,0,0,0,0,0,0,0
C11H11N3O3,233.2233,24631,0,CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0,0,,0,0,0,0,0,0,0,0
C6H10O3,130.1418,7092,0,CCOC(=O)CC(C)=O,0,0,0,0,0,0,0,0,0,0,0
C5H10O,86.1323,1888,0,CCCC(C)=O,0,0,0,0,0,0,0,0,0,0,0
C5H10O,86.1323,1888,0,CCCC(C)=O,0,0,0,0,0,0,0,0,0,0,0
C4H9NO2,103.1198,24804,0,CC(=O)NCCO,0,0,0,0,0,0,1,0,0,0,0
C19H24F6N2O5,474.3947 (414.3427+60.0520),626,0,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0,0,0,0,0,0,0,0,0,0,0
C12H20O2,196.286,22061,0,CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0,0,0,0,0,0,0,0,0,0,0
C28H38O19,678.5899,22423,0,CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0,0,0,0,0,0,0,0,0,0,0
C12H16O2,192.2542,21877,0,CC(=O)OC(C)(C)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C9H10O2,150.1745,151,0,CC(=O)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C7H14O2,130.1849,5453,0,CC(=O)OCCC(C)C,0,0,0,0,0,0,0,0,0,0,0
C8H12N2,136.1943,6125,0,CC(C)(C#N)C(C)(C)C#N,0,0,0,0,0,0,0,0,0,0,0
C5H9ClO,120.5774,7529,0,CC(C)(C)C(=O)Cl,0,0,0,0,0,0,0,0,0,0,0
C11H14O2,178.2277,20703,0,CC(C)(C)c1ccc(C(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0
C14H22O,206.3239,7052,0,CC(C)(C)c1cccc(C(C)(C)C)c1O,0,0,0,0,0,1,0,0,0,0,0
C10H14O,150.2176,6525,0,CC(C)(C)c1ccccc1O,0,0,0,0,0,1,0,0,0,0,0
C9H18O,142.2386,27107,0,CC(CC=O)CC(C)(C)C,0,0,,0,0,0,0,0,0,0,0
C8H19NO2,161.242,9230,0,CC(C)(C)N(CCO)CCO,0,0,,0,0,0,0,0,0,0,0
C7H13NO,127.1842,20114,0,C=CC(=O)NC(C)(C)C,0,0,0,0,0,0,0,0,0,0,0
C11H14O3,194.2271,4699,0,CC(C)(C)OOC(=O)c1ccccc1,0,0,,0,0,0,0,0,0,0,0
C8H14O2,142.1956,8120,0,C=CC(C)(C)CC(=O)OC,0,0,0,0,0,0,0,0,0,0,0
C6H14O2,118.1742,24389,0,COC(C)(C)CCO,0,0,0,0,0,0,0,0,0,0,0
C3H6Cl2,112.9857,10060,0,CC(C)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0
C8H18O2,146.2273,7113,0,CC(C)C(O)C(C)(C)CO,0,0,0,0,0,0,0,0,0,0,0
C5H12O2,104.1476,7036,0,CC(C)(CO)CO,0,0,0,0,0,0,0,0,0,0,0
C12H24O3,216.3172,7857,0,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,0,0,0,0,0,0,0,0,0,0,0
C19H20O4,312.3597,18822,0,CC(C)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,0,0,0,0,0,0,1,0,0,0,0
C11H16O,164.2441,1851,0,CC(C)(O)CCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C10H20O,156.2652,2180,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0,0,0,0,0,0,0,0,0,0,0
C4H8O,72.1057,1635,0,CC(C)C=O,0,0,0,0,0,0,0,0,0,0,0
C10H11N,145.201,27440,0,CC(C)c1ccc(C#N)cc1,0,0,0,0,0,0,0,0,0,0,0
C13H18O,190.2814,24769,0,CC(C=O)Cc1ccc(C(C)C)cc1,0,0,0,0,0,0,0,0,0,0,0
C12H18,162.2713,6652,0,CC(C)c1ccc(C(C)C)cc1,0,0,0,0,0,0,0,0,0,0,0
C5H9N,83.1317,1620,0,CC(C)CC#N,0,0,0,0,0,0,0,0,0,0,0
C6H12O,100.1589,1889,0,CC(=O)CC(C)C,0,0,0,0,0,0,0,0,0,0,0
C10H14,134.2182,7181,0,CC(C)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C7H14O2,130.1849,24252,0,CC(C)CCCC(=O)O,0,0,0,0,0,0,0,0,0,0,0
C19H32O3,308.4556,20802,0,CC(C)CCCCCCc1ccc(OCCOCCO)cc1,0,0,0,0,0,0,0,0,0,0,0
C28H46O4,446.6624,8666,0,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0,0,0,0,0,0,0,0,0,0,0
C24H38O4,390.5561,7933,0,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,0,0,0,0,0,0,0,0,0,0,0
C11H22O2S,218.3562,24911,0,CC(C)CCCCCOC(=O)CCS,0,0,0,0,0,0,0,0,0,0,0
C6H14O,102.1748,8683,0,CC(C)CCCO,0,0,,0,0,0,0,0,0,0,0
C12H16O2,192.2542,27185,0,CC(C)CCOC(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C5H11NO2,117.1463,2605,0,CC(C)CCON=O,0,0,0,0,0,0,0,0,0,0,0
C13H16O2,204.2649,27646,0,CC(C)COC(=O)C=Cc1ccccc1,0,0,,0,0,0,0,0,0,0,0
C6H15N,101.19,5085,0,CC(C)NC(C)C,0,0,,0,0,0,0,0,0,0,0
C9H21BO3,188.0722,7598,0,CC(C)OB(OC(C)C)OC(C)C,0,0,0,0,0,0,0,0,0,0,0
C17H34O2,270.4507,6838,0,CCCCCCCCCCCCCC(=O)OC(C)C,0,0,0,0,0,0,0,0,0,0,0
C5H12O2,104.1476,27466,0,CC(C)OCCO,0,0,0,0,0,0,0,0,0,0,0
C8H12OS,156.2453,27665,0,CC(C)SCc1ccco1,0,0,0,0,0,0,0,0,0,0,0
C9H17ClO,176.6837,29140,0,CC(CC(=O)Cl)CC(C)(C)C,0,0,,0,0,0,0,0,0,0,0
C5H10O2,102.1317,1621,0,CCC(C)C(=O)O,0,0,0,0,0,0,0,0,0,0,0
C6H12O,100.1589,1634,0,CCC(C)C(C)=O,0,0,0,0,0,0,1,0,0,0,0
C5H10O,86.1323,1818,0,CCC(C)C=O,0,0,,0,0,0,0,0,0,0,0
C9H18NO3PS2,283.3479,14930,0,CCOP(=O)(SC(C)CC)N1CCSC1=O,0,0,0,0,0,0,0,0,0,0,0
C6H8N2,108.1411,5612,0,CC(C#N)CCC#N,0,0,0,0,0,0,0,0,0,0,0
C4H10O2,90.121,9231,0,CC(CO)CO,0,0,0,0,0,0,0,0,0,0,0
C21H40O4,356.5399,27182,0,CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC,0,0,0,0,0,0,0,0,0,0,0
C3H10N2,74.1249,1761,0,CC(N)CN,0,0,,0,0,0,0,0,0,0,0
C4H11NO,89.1362,9359,0,COCC(C)N,0,0,,0,0,0,0,0,0,0,0
C8H18O2,146.2273,6830,0,CC(C)(O)CCC(C)(C)O,0,0,0,0,0,0,0,0,0,0,0
C11H20O,168.2759,27415,0,C=CC(C)(O)CC/C=C(\C)CC,0,0,0,0,0,0,0,0,0,0,0
C4H10O2,90.121,21321,0,CC(O)C(C)O,0,0,0,0,0,0,0,0,0,0,0
C8H10O,122.1644,859,0,CC(O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C3H7ClO,94.5401,285,0,CC(O)CCl,0,0,0,0,0,0,0,0,0,0,0
C9H12O2,152.1904,7312,0,CC(O)COc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
C6H14O3,134.1736,6863,0,CC(O)COCC(C)O,0,0,0,0,0,0,0,0,0,0,0
C17H24ClNO4,341.8298,14252,0,CC/C(=N\OC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O,0,0,0,0,0,0,0,0,0,0,0
C6H15ClGe,195.2763,29341,0,CC[Ge](Cl)(CC)CC,0,0,0,0,0,0,1,0,0,0,0
C6H12O,100.1589,2138,0,CC/C=C/CCO,0,0,0,0,0,0,0,0,0,0,0
C36H60O2,524.8604,1241,0,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,1,0,0,0,0,0,0,0,0,0
C8H14O,126.1962,27134,0,CC=CC(=O)CCCC,0,0,0,0,0,0,0,0,0,0,0
C8H16O2,144.2114,24908,0,CC1(C)C(O)C(C)(C)C1O,0,0,0,0,0,0,0,0,0,0,0
C11H13N,159.2276,29363,0,CC1=Nc2ccccc2C1(C)C,0,0,,0,0,0,0,0,0,0,0
C10H22N2,170.2951,1772,0,CC1(N)CCC(C(C)(C)N)CC1,0,0,0,0,0,0,1,0,0,0,0
C15H19N3O3,289.3297,4287,0,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,0,0,0,0,0,0,0,0,0,0,0
C10H18O,154.2493,21970,0,CC12CCC(C1)C(C)(C)C2O,0,0,0,0,0,0,0,0,0,0,0
C10H14,134.2182,9124,0,Cc1cc(C)c(C)cc1C,0,0,0,0,0,0,0,0,0,0,0
