,DSSTox_CID,NR-Aromatase,SMILES
653,6261,1.0,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1.[Na+]
654,674,1.0,CCn1c2ccccc2c2cc([N+](=O)[O-])ccc21
655,27950,1.0,CC(C)C(C)C
656,24737,1.0,Cl.Nc1ccc(Cl)cc1
657,4331,1.0,ClC(Cl)(Cl)c1ccccc1
658,14303,1.0,NC(=O)Nc1ccc(Cl)c(Cl)c1
659,5791,1.0,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1
660,573,1.0,CNCC(O)c1ccc(O)cc1
661,27052,1.0,C=CCCCC
662,3897,1.0,COCC(C)OC(C)=O
663,4266,1.0,CCC12COCN1COC2
664,20287,1.0,CN(C)c1cccc(O)c1
665,197,1.0,CN(C)c1ccccc1
666,12613,1.0,Nc1ccc(Cl)cc1
667,12532,1.0,Cc1cc(O)ccc1Cl
668,4052,1.0,Cc1cccc(NC(=S)N(C)C)c1
669,22220,1.0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
670,7041,1.0,Cc1[nH]cnc1C[C@H]1CCc2c(C)c3ccccc3n2C1=O
671,9474,1.0,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
672,24869,1.0,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12
673,7143,1.0,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
674,122,1.0,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
675,4270,1.0,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
676,1296,1.0,O=C(CN1CCN(Cc2ccc3c(c2)OCO3)CC1)N1c2ccccc2Sc2ccccc21
677,21242,1.0,CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(OC)c1
678,4259,1.0,CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21
679,427,1.0,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
680,21506,1.0,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
681,20707,1.0,CCCCCCCCCCCCCCCCSCC(COC)COP(=O)([O-])OCC[N+](C)(C)C
682,2404,1.0,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
683,1164,1.0,C=C[C@@]1(C)CC(=O)[C@]2(O)[C@@]3(C)[C@@H](O)CCC(C)(C)[C@@H]3[C@H](O)[C@H](OC(C)=O)[C@@]2(C)O1
684,24790,1.0,Cc1c2ccccc2c(C)c2c1ccc1ccccc12
685,21913,1.0,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
686,4315,1.0,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
687,2448,1.0,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1.Cl.Cl
688,14855,1.0,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
689,20736,1.0,CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23
690,6572,1.0,CS(=O)(=O)O.O=C(O[C@@H]1C[C@@H]2C[C@@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
691,618,1.0,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCN[C@@H](C)c3ccccc3)cs2)cs1)C(C)O)C(O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O
692,2607,1.0,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=C(O)C(O)C(O)C(=O)O
693,1094,1.0,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1
694,4113,1.0,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1
695,24852,1.0,O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1
696,21361,1.0,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1
697,27855,1.0,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)[O-].[K+]
698,392,1.0,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
699,12553,1.0,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C
700,220,1.0,CC(C)Cn1cnc2c(N)nc3ccccc3c21
701,3556,1.0,CC(C)NCC(O)c1ccc2ccccc2c1
702,12493,1.0,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3
703,7797,1.0,CCC1(C2=NCCN2)Cc2ccccc2O1
704,9300,1.0,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
705,24455,1.0,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1
706,24518,1.0,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2
707,138,1.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
708,28757,1.0,CNCC[C@@H](Oc1ccccc1C)c1ccccc1.Cl
709,14113,1.0,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl
710,27050,1.0,Cl.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1
711,1946,1.0,Cl.O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
712,28805,1.0,O=C(CCN1CCN2CCCC2C1)N1c2ccccc2Sc2ccc(Cl)cc21
713,3202,1.0,Clc1cccc(SC2CCNCC2)n1
714,1094,1.0,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
715,14612,1.0,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
716,27703,1.0,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O
717,2589,1.0,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1C2)OCO4
718,4315,1.0,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1
719,20727,1.0,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C
